date,open_price_usd,close_price_usd,adj_close_price_usd,total_volume_usd
2024-03-08,3874.8308,3892.061,3892.061,26135487051
2024-03-09,3892.1191,3915.4189,3915.4189,11926623780
2024-03-10,3915.5906,3881.1931,3881.1931,15783924355
2024-03-11,3881.2378,4066.4451,4066.4451,28806262507
2024-03-12,4066.6904,3980.2732,3980.2732,26917010932
2024-03-13,3980.2651,4006.457,4006.457,22028114691
2024-03-14,4005.7451,3883.1404,3883.1404,25434810823
2024-03-15,3882.8569,3735.2202,3735.2202,33505075433
2024-03-16,3736.105,3522.8601,3522.8601,20199855932
2024-03-17,3523.0298,3642.4131,3642.4131,19938757095
2024-03-18,3642.2988,3517.9851,3517.9851,21162220224
2024-03-19,3518.3477,3157.6182,3157.6182,34166976701
2024-03-20,3158.3967,3513.3931,3513.3931,36605316331
2024-03-21,3514.0176,3492.9912,3492.9912,22213647922
2024-03-22,3492.8979,3333.688,3333.688,20574952329
2024-03-23,3335.5925,3336.594,3336.594,13242137554
2024-03-24,3336.666,3454.6365,3454.6365,12156660941
2024-03-25,3454.8857,3590.8838,3590.8838,18603921705
2024-03-26,3591.0852,3587.5049,3587.5049,18505553577
2024-03-27,3587.3137,3500.1152,3500.1152,18753082145
2024-03-28,3500.2161,3561.2939,3561.2939,16419674157
2024-03-29,3561.0117,3511.8062,3511.8062,12712701619
2024-03-30,3511.8276,3507.9443,3507.9443,9389066783
2024-03-31,3507.9517,3647.8564,3647.8564,10499881424
2024-04-01,3647.8196,3505.03,3505.03,16002098681
2024-04-02,3504.8184,3277.2346,3277.2346,22076539151
2024-04-03,3277.3242,3311.4419,3311.4419,16010734587
2024-04-04,3311.4954,3330.0405,3330.0405,14476330517
2024-04-05,3330.0059,3318.8853,3318.8853,15214447092
2024-04-06,3318.8647,3354.1838,3354.1838,8956926798
2024-04-07,3354.2139,3453.4946,3453.4946,9931108526
2024-04-08,3453.4988,3695.2927,3695.2927,19055143129
2024-04-09,3695.3418,3505.1633,3505.1633,18279773833
2024-04-10,3505.156,3543.7371,3543.7371,16872482726
2024-04-11,3543.4521,3505.2478,3505.2478,14076734489
2024-04-12,3505.3298,3243.0349,3243.0349,22104869556
2024-04-13,3242.9409,3004.9004,3004.9004,29930408174
2024-04-14,3005.5476,3156.9419,3156.9419,25486284994
2024-04-15,3156.8301,3101.6003,3101.6003,21925843181
2024-04-16,3101.1406,3084.9202,3084.9202,19441391169
2024-04-17,3084.9236,2984.7275,2984.7275,17711869375
2024-04-18,2984.7053,3066.0276,3066.0276,15183777035
2024-04-19,3065.9531,3059.2786,3059.2786,20399982867
2024-04-20,3059.478,3157.6272,3157.6272,9918642130
2024-04-21,3157.571,3147.2886,3147.2886,9394387894
2024-04-22,3147.6636,3201.6521,3201.6521,12063858733
2024-04-23,3201.5886,3219.9116,3219.9116,11054442653
2024-04-24,3219.957,3139.8052,3139.8052,14000234760
2024-04-25,3139.6243,3156.5095,3156.5095,13989030260
2024-04-26,3156.384,3130.1648,3130.1648,10622333862
2024-04-27,3129.7271,3252.1682,3252.1682,11820785577
2024-04-28,3252.2456,3262.7747,3262.7747,11379192678
2024-04-29,3262.3408,3215.429,3215.429,15032246816
2024-04-30,3215.3811,3012.2869,3012.2869,18266894653
2024-05-01,3011.0156,2969.7847,2969.7847,20005057445
2024-05-02,2969.7944,2988.1685,2988.1685,13163903903
2024-05-03,2988.1345,3103.542,3103.542,12862183229
2024-05-04,3103.6196,3117.5764,3117.5764,8283229638
2024-05-05,3117.637,3137.249,3137.249,8783447639
2024-05-06,3137.5103,3062.7288,3062.7288,13008587255
2024-05-07,3062.751,3006.5771,3006.5771,11743187337
2024-05-08,3006.3157,2973.6572,2973.6572,11791662158
2024-05-09,2973.9717,3036.0205,3036.0205,10861947179
2024-05-10,3036.2312,2909.7913,2909.7913,12278653601
2024-05-11,2909.8455,2911.6021,2911.6021,6795916454
2024-05-12,2911.6582,2928.7019,2928.7019,5908941395
2024-05-13,2928.814,2949.3596,2949.3596,13352264795
2024-05-14,2949.2131,2881.158,2881.158,12444516140
2024-05-15,2881.2246,3037.0566,3037.0566,14666902956
2024-05-16,3036.0142,2945.1311,2945.1311,13035465176
2024-05-17,2945.137,3094.1187,3094.1187,14449438097
2024-05-18,3094.5535,3122.949,3122.949,9407051320
2024-05-19,3122.8247,3071.843,3071.843,8747800800
2024-05-20,3071.8589,3663.8555,3663.8555,31228143948
2024-05-21,3663.0112,3789.3127,3789.3127,37643853967
2024-05-22,3789.3728,3737.2178,3737.2178,25155809461
2024-05-23,3737.1785,3776.9272,3776.9272,45623656317
2024-05-24,3776.9924,3726.9346,3726.9346,22257061429
2024-05-25,3726.9756,3749.2366,3749.2366,10000027764
2024-05-26,3749.1799,3825.8975,3825.8975,14650794791
2024-05-27,3826.1272,3892.0068,3892.0068,18949181813
2024-05-28,3892.0969,3840.2563,3840.2563,19846044324
2024-05-29,3840.2351,3763.1965,3763.1965,17411416736
2024-05-30,3763.3577,3746.8496,3746.8496,15065849797
2024-05-31,3746.8616,3760.0266,3760.0266,15290700646
2024-06-01,3759.8843,3813.199,3813.199,8661024535
2024-06-02,3813.2756,3780.896,3780.896,11126903059
2024-06-03,3780.8542,3766.3892,3766.3892,14082454300
2024-06-04,3766.4763,3812.5159,3812.5159,13331489271
2024-06-05,3812.5608,3864.261,3864.261,15480034434
2024-06-06,3864.2634,3811.606,3811.606,13606583873
2024-06-07,3811.666,3678.6292,3678.6292,18220286186
2024-06-08,3677.4004,3680.95,3680.95,9096091805
2024-06-09,3680.936,3705.9038,3705.9038,7910768788
2024-06-10,3705.8772,3666.7175,3666.7175,10377300126
2024-06-11,3666.3589,3498.3306,3498.3306,19184721538
2024-06-12,3497.897,3559.6177,3559.6177,17142905351
2024-06-13,3559.7253,3469.2812,3469.2812,14472382154
2024-06-14,3467.97,3480.272,3480.272,15793876596
2024-06-15,3479.7856,3565.5496,3565.5496,12733651076
2024-06-16,3566.762,3620.5635,3620.5635,9878388158
2024-06-17,3622.3835,3511.3789,3511.3789,17838856988
2024-06-18,3510.5652,3483.6814,3483.6814,21022514455
2024-06-19,3482.3508,3559.3474,3559.3474,15275373778
2024-06-20,3559.3474,3511.0869,3511.0869,16115123753
2024-06-21,3511.2683,3516.0757,3516.0757,15933353456
2024-06-22,3516.5513,3494.8135,3494.8135,7423703673
2024-06-23,3494.9539,3418.6118,3418.6118,9418141333
2024-06-24,3418.7832,3350.2563,3350.2563,23137744903
2024-06-25,3350.5557,3395.0291,3395.0291,13235546063
2024-06-26,3394.3733,3369.4773,3369.4773,11694054195
2024-06-27,3368.8862,3444.8005,3444.8005,11771834016
2024-06-28,3445.4988,3373.636,3373.636,12861158844
2024-06-29,3373.6899,3372.9678,3372.9678,6584792001
2024-06-30,3373.0757,3432.8892,3432.8892,8396416013
2024-07-01,3432.6074,3440.3416,3440.3416,12281551839
2024-07-02,3439.3813,3416.3547,3416.3547,9421757718
2024-07-03,3416.2549,3292.9167,3292.9167,16121324440
2024-07-04,3291.8179,3054.522,3054.522,20252514386
2024-07-05,3057.8333,2981.5986,2981.5986,31131942647
2024-07-06,2981.988,3069.3779,3069.3779,11586293705
2024-07-07,3067.405,2929.3872,2929.3872,10857947538
2024-07-08,2929.8616,3018.7319,3018.7319,22627377457
2024-07-09,3018.8032,3064.033,3064.033,15269945822
2024-07-10,3066.1372,3102.2188,3102.2188,14578679176
2024-07-11,3101.3352,3100.3308,3100.3308,15230095766
2024-07-12,3099.99,3134.1587,3134.1587,12751638331
2024-07-13,3134.5505,3177.1987,3177.1987,8565105946
2024-07-14,3176.7415,3244.0791,3244.0791,10517709666
2024-07-15,3246.1316,3489.5527,3489.5527,18305490390
2024-07-16,3486.144,3443.5134,3443.5134,20446664416
2024-07-17,3446.7368,3388.7524,3388.7524,16739123962
2024-07-18,3388.03,3426.2585,3426.2585,15035622003
2024-07-19,3425.9087,3505.7349,3505.7349,17705629736
2024-07-20,3505.7214,3519.2954,3519.2954,10360198325
2024-07-21,3519.4265,3536.6055,3536.6055,13845913681
2024-07-22,3536.6272,3440.4199,3440.4199,18723199034
2024-07-23,3440.7683,3481.9958,3481.9958,24468405650
2024-07-24,3482.1519,3336.3394,3336.3394,16040945448
2024-07-25,3336.3623,3174.4272,3174.4272,25293745810
2024-07-26,3174.051,3275.9514,3275.9514,15993893521
2024-07-27,3275.8916,3247.6079,3247.6079,15198233287
2024-07-28,3247.5073,3271.4646,3271.4646,8959236446
